frame_index,motion_source,tracking_points,rgbd_points,x,y,theta,processing_time_ms
32,rgb,8,0,0.9447709820582457,-0.2573465301814343,-0.4726282115734648,0.308542
33,rgb,9,0,0.9447709820582457,-0.2573465301814343,-0.5417008679069113,0.388834
34,rgb,8,0,0.9820911775208272,-0.2824901777019257,-0.5928750578023028,0.327833
35,rgb,8,0,1.0193732263329867,-0.30769035302607295,-0.5943905026360881,0.395458
36,rgb,9,0,1.0569221379303935,-0.3324911440991442,-0.5837162988900673,0.347
37,rgb,11,0,1.0946397335269005,-0.35703463575005573,-0.5768793024762999,0.381667
38,rgb,11,0,1.13302023729849,-0.38052797374700686,-0.5492810574069154,0.191042
39,rgb,11,0,1.1719207844434418,-0.4031498090355813,-0.5267279022082221,0.234833
40,rgb,9,0,1.1719207844434418,-0.4031498090355813,-0.5001479298516642,0.260416
41,rgb,6,0,1.1719207844434418,-0.4031498090355813,-0.549605375592364,0.301875
42,rgb,8,0,1.1719207844434418,-0.4031498090355813,-0.6311463028832804,0.358125
43,rgb,9,0,1.1719207844434418,-0.4031498090355813,-0.6844032839580905,0.467
44,rgb,6,0,1.2058977478276718,-0.43265516379004393,-0.715075666521443,0.369375
45,rgb,11,0,1.2397747066791267,-0.4622752863248485,-0.7184584531642031,0.329292
46,rgb,11,0,1.2735245514449152,-0.49204016459245065,-0.7227394631772768,0.201959
47,rgb,11,0,1.3062635845605193,-0.5229133845517516,-0.7560755363374483,0.226792
48,rgb,10,0,1.3368476814447607,-0.5559226713931139,-0.8235155767470133,0.207959
49,rgb,8,0,1.365987218055212,-0.5902138861007934,-0.8664376488595735,0.246209
50,rgb,9,0,1.3925119451925987,-0.6265654864821684,-0.940432896342827,0.366917
51,rgb,8,0,1.415552754226371,-0.6652193494077445,-1.0332638895779382,0.473875
52,rgb,10,0,1.4320290948154586,-0.707094523446695,-1.195937780168606,0.481833
53,rgb,10,0,1.4320290948154586,-0.707094523446695,-1.198512747156201,0.354458
54,rgb,10,0,1.4320290948154586,-0.707094523446695,-1.1960583321924787,0.196542
55,rgb,9,0,1.4483046505002968,-0.7490481441146389,-1.2007281274709385,0.221875
56,rgb,9,0,1.459688554650435,-0.7925844132049097,-1.3150416107091587,0.382083
57,rgb,11,0,1.4686369216740056,-0.836685736627359,-1.3706093260261696,0.401542
58,rgb,9,0,1.4740625350852155,-0.8813574583214252,-1.4499330946418922,0.315375
59,rgb,10,0,1.4740625350852155,-0.8813574583214252,-1.4388541995722335,0.392
60,rgb,9,0,1.4802506476780224,-0.9259299527831304,-1.4328455866489094,0.23175
61,rgb,13,0,1.4862739417685282,-0.9705250189709866,-1.4365424089774024,0.422583
62,rgb,11,0,1.4864106489990507,-1.015524811316431,-1.5677583836659323,0.326584
63,rgb,10,0,1.4863635701456375,-1.0605247866895526,-1.5718425237282645,0.265083
64,rgb,9,0,1.4863635701456375,-1.0605247866895526,-1.6461848043545615,0.203417
65,rgb,13,0,1.4863635701456375,-1.0605247866895526,-1.7241404452070128,0.443917
66,rgb,12,0,1.4863635701456375,-1.0605247866895526,-1.7289740144915413,0.208
67,rgb,12,0,1.4863635701456375,-1.0605247866895526,-1.7328961291059386,0.297542
68,rgb,12,0,1.4786896610516767,-1.1048656382738156,-1.7421651822223794,0.225667
69,rgb,12,0,1.470788188563053,-1.149166504320785,-1.7472996245778631,0.25975
70,rgb,12,0,1.4631516424124966,-1.193513805962378,-1.7413226132921409,0.202833
71,rgb,12,0,1.4554876226888367,-1.2378563679280037,-1.7419421558442991,0.196417
72,rgb,12,0,1.4482480308440921,-1.2822701980929592,-1.7323783456522506,0.249875
73,rgb,11,0,1.441315969535264,-1.3267330649147313,-1.7254579870204907,0.266542
74,rgb,11,0,1.434867337698921,-1.3712686141696726,-1.7145943168725353,0.179667
75,rgb,10,0,1.428652860977839,-1.415837440484521,-1.7093385799962562,0.188
76,rgb,10,0,1.4229316726838281,-1.4604722699846375,-1.6982788673776668,0.215666
77,rgb,5,0,1.4176998021807765,-1.5051670966543909,-1.6873236500832718,0.231042
78,rgb,8,0,1.4130547516901255,-1.5499267157986518,-1.6742038640368264,0.372625
79,rgb,8,0,1.4130547516901255,-1.5499267157986518,-1.7021458081144374,0.375125
80,rgb,8,0,1.4130547516901255,-1.5499267157986518,-1.794253446831135,0.361625
81,rgb,12,0,1.4130547516901255,-1.5499267157986518,-1.822269967495231,0.393416
82,rgb,10,0,1.4130547516901255,-1.5499267157986518,-1.8859787496912759,0.226125
83,rgb,10,0,1.4130547516901255,-1.5499267157986518,-1.91611238263431,0.251167
84,rgb,10,0,1.3966690299610602,-1.5918374318915276,-1.9434917687613051,0.225792
85,rgb,10,0,1.3797441293100612,-1.6335333278281041,-1.956389587110607,0.209333
86,rgb,10,0,1.3605079621086855,-1.6742146487432454,-2.0124890876177233,0.227792
87,rgb,10,0,1.3395728857284357,-1.7140483352027374,-2.0546838824811857,0.215125
88,rgb,8,0,1.3161460743204483,-1.7524694818183004,-2.1183449586096685,0.195292
89,rgb,11,0,1.2901974723271246,-1.7892345475001685,-2.18540101844701,0.435541
90,rgb,10,0,1.2640893591504367,-1.8258865109721745,-2.1897463572386187,0.266959
91,rgb,9,0,1.2384671301936052,-1.8628797722947952,-2.1765512812125962,0.231416
92,rgb,9,0,1.2384671301936052,-1.8628797722947952,-2.166018025687663,0.4385
93,rgb,11,0,1.2384671301936052,-1.8628797722947952,-2.157935990690021,0.427083
94,rgb,10,0,1.213939110851148,-1.9006074314739179,-2.14726546939346,0.211459
95,rgb,10,0,1.1895977988600588,-1.938455820218387,-2.1423245661135297,0.208708
96,rgb,10,0,1.1895977988600588,-1.938455820218387,-2.1357809330511373,0.21675
97,rgb,9,0,1.1895977988600588,-1.938455820218387,-2.1924068804073613,0.275041
98,rgb,10,0,1.1895977988600588,-1.938455820218387,-2.234471457748441,0.334959
99,rgb,9,0,1.1895977988600588,-1.938455820218387,-2.2979049782443326,0.181375
100,rgb,8,0,1.1895977988600588,-1.938455820218387,-2.3265389061707538,0.307125
101,rgb,11,0,1.1585442560894041,-1.9710238640864353,-2.3323941544804256,0.449083
102,rgb,11,0,1.127591800682587,-2.0036879958564513,-2.329294847062556,0.243167
103,rgb,11,0,1.0966975551383682,-2.036407188882159,-2.327514275413705,0.244
104,rgb,11,0,1.0655292787626538,-2.068865447427051,-2.3359229876368772,0.215083
105,rgb,9,0,1.0655292787626538,-2.068865447427051,-2.411831186589552,0.197792
106,rgb,7,0,1.0655292787626538,-2.068865447427051,-2.5058935074775945,0.358833
107,rgb,10,0,1.0655292787626538,-2.068865447427051,-2.541879178461386,0.29775
108,rgb,10,0,1.0283154124317255,-2.0941662014218196,-2.5445019059989136,0.1555
109,rgb,10,0,0.9910489801995368,-2.119389465062429,-2.5465827334846836,0.162416
110,rgb,10,0,0.9536759376882109,-2.144454494355183,-2.5508226912643295,0.158417
111,rgb,10,0,0.9159779496111999,-2.16902809187255,-2.563914952072082,0.171667
112,rgb,8,0,0.8760449895896046,-2.189773180542249,-2.6624686766590457,0.25875
113,rgb,10,0,0.8352902685676693,-2.208853346013864,-2.7037311580206733,0.349209
114,rgb,9,0,0.7952839042008019,-2.229456520772756,-2.666019213589607,0.251542
115,rgb,10,0,0.7551036095489634,-2.249718404241265,-2.6745315829466563,0.377083
116,rgb,10,0,0.7148686380966399,-2.269871495126554,-2.6772373506973963,0.259416
117,rgb,9,0,0.6748179012900557,-2.2903882804802524,-2.668177407438634,0.251
118,rgb,6,0,0.633798329614437,-2.3088921919464473,-2.7178246939729434,0.353792
119,rgb,8,0,0.633798329614437,-2.3088921919464473,-2.7857263947080355,0.416125
120,rgb,7,0,0.633798329614437,-2.3088921919464473,-2.8561379203747492,0.35025
121,rgb,9,0,0.5904384857439489,-2.3209306278717197,-2.870773526112316,0.297333
122,rgb,9,0,0.5471125002692683,-2.3330903557736,-2.8679751010786276,0.295042
123,rgb,10,0,0.5038615499311853,-2.345514336409961,-2.8618706597189885,0.316291
124,rgb,10,0,0.46077338669027906,-2.3584916315258555,-2.849053597281454,0.24575
125,rgb,10,0,0.41794299842469906,-2.3722959004677326,-2.8298040108929854,0.207417
126,rgb,10,0,0.37531512449949567,-2.3867134024919032,-2.8154526177968364,0.17725
127,rgb,10,0,0.33297863346957357,-2.401965337689554,-2.7958112929190975,0.192292
128,rgb,9,0,0.33297863346957357,-2.401965337689554,-2.784706587175606,0.232709
129,rgb,8,0,0.33297863346957357,-2.401965337689554,-2.7757802188571077,0.386584
130,rgb,8,0,0.33297863346957357,-2.401965337689554,-2.768674306309549,0.3915
131,rgb,8,0,0.33297863346957357,-2.401965337689554,-2.755632956250338,0.513584
132,rgb,7,0,0.2914123875911304,-2.419206196240473,-2.748409956431715,0.471917
133,rgb,9,0,0.24981597600293098,-2.4363741472826073,-2.750163327291375,0.3955
134,rgb,10,0,0.20812335778788565,-2.453307120629733,-2.7558057767746504,0.367917
135,rgb,10,0,0.20812335778788565,-2.453307120629733,-2.7618217057024594,0.256208
136,rgb,9,0,0.20812335778788565,-2.453307120629733,-2.882811229530489,0.2595
137,rgb,10,0,0.20812335778788565,-2.453307120629733,-2.9145364499127027,0.3785
138,rgb,10,0,0.16411208278197761,-2.462688361078327,-2.9315802714263555,0.154959
139,rgb,9,0,0.1197208073113503,-2.470064990531599,-2.976924382004654,0.270959
140,rgb,9,0,0.07503030816317474,-2.4753336987116863,-3.0242410859500524,0.419292
141,rgb,8,0,0.03008652366489442,-2.4775823060522724,-3.0916027835046407,0.379708
142,rgb,7,0,0.03008652366489442,-2.4775823060522724,-3.116278828907525,0.338333
143,rgb,8,0,0.03008652366489442,-2.4775823060522724,-3.143656376603758,0.332417
144,rgb,7,0,0.03008652366489442,-2.4775823060522724,-3.1740496194397565,0.341209
145,rgb,11,0,-0.014888546753611308,-2.476084627565263,-3.174880545033375,0.35675
146,rgb,11,0,-0.0598299365827421,-2.4737886571329404,-3.1926363812817726,0.183292
147,rgb,11,0,-0.10465260592909928,-2.469797628109351,-3.2303988704516087,0.20425
148,rgb,11,0,-0.1492551030325368,-2.463829608995956,-3.27460718844668,0.2345
149,rgb,8,0,-0.19323093393772486,-2.454283599557541,-3.3553503299190197,0.252542
150,rgb,11,0,-0.23605426333468016,-2.4404574482723906,-3.4538922453357372,0.399958
151,rgb,11,0,-0.27832441274540703,-2.4250226023452415,-3.4916977988614235,0.203625
152,rgb,11,0,-0.31943019672255046,-2.4067110070126545,-3.560677144123474,0.243042
153,rgb,11,0,-0.35827318135764014,-2.383990475666795,-3.6708595709933434,0.271708
154,rgb,9,0,-0.35827318135764014,-2.383990475666795,-3.748767185403267,0.245292
155,rgb,11,0,-0.35827318135764014,-2.383990475666795,-3.75285044676275,0.361625
156,rgb,10,0,-0.35827318135764014,-2.383990475666795,-3.7360990773013327,0.19725
157,rgb,9,0,-0.35827318135764014,-2.383990475666795,-3.6754925641289447,0.256
158,rgb,9,0,-0.3972745567200011,-2.3615429207922833,-3.6638462086266372,0.412333
159,rgb,10,0,-0.43643709395468533,-2.339377730124437,-3.6566213149635587,0.355042
160,rgb,10,0,-0.4757677483584026,-2.317512240782203,-3.648984987201402,0.174333
161,rgb,10,0,-0.515133721681537,-2.2957104026871646,-3.647367351601133,0.172083
162,rgb,8,0,-0.5535820197062384,-2.272328179118741,-3.687981192866573,0.213542
163,rgb,11,0,-0.5905011784877513,-2.2465992903968113,-3.750233718106756,0.389583
164,rgb,11,0,-0.6250570993599219,-2.217774156699354,-3.8368180328106973,0.248667
165,rgb,8,0,-0.6250570993599219,-2.217774156699354,-3.944823072204599,0.185334
166,rgb,11,0,-0.6250570993599219,-2.217774156699354,-3.978743516752729,0.393291
167,rgb,11,0,-0.6551610046575833,-2.184326363261977,-3.979559158004122,0.2185
168,rgb,11,0,-0.685241660401706,-2.1508576592236732,-3.980254040536238,0.208625
169,rgb,11,0,-0.7151499463784926,-2.117234833198326,-3.9853923758200835,0.232417
170,rgb,10,0,-0.7425939629194247,-2.0815721642558445,-4.056496179633541,0.232
171,rgb,10,0,-0.7673736659080755,-2.0440093326294315,-4.129234193795128,0.204208
172,rgb,9,0,-0.7673736659080755,-2.0440093326294315,-4.200923136406345,0.251958
173,rgb,14,0,-0.7673736659080755,-2.0440093326294315,-4.258520110481186,0.493375
174,rgb,14,0,-0.7873133566634519,-2.0036681783006327,-4.253330522653414,0.1795
175,rgb,14,0,-0.8074980109363482,-1.9634490319660367,-4.247249046777142,0.253459
176,rgb,13,0,-0.827417615729813,-1.9230979558357502,-4.253828363929642,0.244375
177,rgb,12,0,-0.8475824330379897,-1.8828688601097976,-4.247742207691772,0.209416
178,rgb,12,0,-0.8680695374794838,-1.842802932545303,-4.239714676485164,0.275792
179,rgb,12,0,-0.8887281063153833,-1.802825144541808,-4.23543041429366,0.230875
180,rgb,11,0,-0.9097485921358548,-1.7630364630372475,-4.226356062543346,0.236875
181,rgb,9,0,-0.9321809336868354,-1.7240263354734962,-4.190525453042937,0.266333
182,rgb,8,0,-0.9503776584660336,-1.6828695716635205,-4.296097266924335,0.38875
183,rgb,10,0,-0.9655653285308679,-1.6405099838704158,-4.368125166249229,0.39025
184,rgb,8,0,-0.9655653285308679,-1.6405099838704158,-4.417242019873811,0.240541
185,rgb,10,0,-0.9655653285308679,-1.6405099838704158,-4.401431485515786,0.401708
186,rgb,8,0,-0.9802778617894854,-1.597983035177686,-4.379319682222558,0.222333
187,rgb,8,0,-0.9954200496937536,-1.5556071676883727,-4.369198675703956,0.33425
188,rgb,10,0,-1.011211685330018,-1.5134690110612554,-4.353829984989716,0.317458
189,rgb,10,0,-1.027390024045539,-1.4714778053580861,-4.344636991125299,0.183959
190,rgb,9,0,-1.0378731102080991,-1.4277158937852545,-4.477271258336259,0.200291
191,rgb,9,0,-1.04344258608354,-1.383061880096977,-4.588304675620748,0.47275
192,rgb,9,0,-1.0450954270973019,-1.3380922446016428,-4.675650916498853,0.383125
193,rgb,6,0,-1.044233251065992,-1.2931005047765256,-4.731549620133592,0.47725
194,rgb,10,0,-1.044233251065992,-1.2931005047765256,-4.725218353763921,0.441458
195,rgb,9,0,-1.044233251065992,-1.2931005047765256,-4.716424675629241,0.207542
196,rgb,10,0,-1.044233251065992,-1.2931005047765256,-4.707714765303535,0.3545
197,rgb,10,0,-1.044233251065992,-1.2931005047765256,-4.689238742896123,0.178125
198,rgb,10,0,-1.0457115112172477,-1.248124791920305,-4.679532843612833,0.2025
199,rgb,10,0,-1.0475409753410518,-1.2031619955101647,-4.671723014645977,0.261542
200,rgb,10,0,-1.0497345850528599,-1.1582154931275292,-4.663622771360679,0.16925
201,rgb,10,0,-1.0518410630760762,-1.11326482293967,-4.665561245259596,0.17225
202,rgb,10,0,-1.0530413579210938,-1.068280833651424,-4.685712597769452,0.145958
203,rgb,8,0,-1.050101991676668,-1.023376934866562,-4.777754768234445,0.262041
204,rgb,7,0,-1.047175021638098,-0.9784722263562808,-4.777478709933348,0.314333
205,rgb,9,0,-1.0443927593257283,-0.9335583196410421,-4.774256491451524,0.392041
206,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.823560101329349,0.360375
207,rgb,9,0,-1.0394003572615125,-0.8888361112694823,-4.868920267908834,0.338334
208,rgb,5,0,-1.0394003572615125,-0.8888361112694823,-4.900229447870515,0.354875
209,reseed,3,0,-1.0394003572615125,-0.8888361112694823,-4.900229447870515,0.450333
210,bootstrap,3,0,-1.0394003572615125,-0.8888361112694823,-4.900229447870515,0.149833
211,rgb,7,0,-1.0394003572615125,-0.8888361112694823,-4.95202788838651,0.375459
212,rgb,7,0,-1.0394003572615125,-0.8888361112694823,-4.9614542837953195,0.377417
213,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.961838086455828,0.319708
214,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.962734919128707,0.340083
215,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.946024499920895,0.3475
216,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.945783525152365,0.318417
217,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.945762032033599,0.293417
218,rgb,7,0,-1.0394003572615125,-0.8888361112694823,-4.945498634073374,0.329917
219,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.945447740372401,0.353458
220,reseed,3,0,-1.0394003572615125,-0.8888361112694823,-4.945447740372401,0.520958
221,bootstrap,3,0,-1.0394003572615125,-0.8888361112694823,-4.945447740372401,0.169625
222,rgb,8,0,-1.0394003572615125,-0.8888361112694823,-4.935650759603959,0.338958
223,rgb,11,0,-1.0394003572615125,-0.8888361112694823,-4.9209899820798455,0.369458
224,rgb,11,0,-1.0394003572615125,-0.8888361112694823,-4.91168769471733,0.2375
225,rgb,10,0,-1.0394003572615125,-0.8888361112694823,-4.919636538479608,0.27
226,rgb,10,0,-1.0394003572615125,-0.8888361112694823,-4.954661427293104,0.225459
227,rgb,10,0,-1.0394003572615125,-0.8888361112694823,-4.965477284271401,0.233541
228,rgb,10,0,-1.0277803932208633,-0.8453622520470251,-4.9735697156229435,0.203542
229,rgb,10,0,-1.0153373027085317,-0.8021167956556084,-4.992552839446944,0.168083
230,rgb,10,0,-1.0029897296492885,-0.7588439700077882,-4.99034481099261,0.186792
231,rgb,10,0,-0.9907047566967812,-0.715553330839994,-4.988898471108769,0.187792
232,rgb,10,0,-0.975191279950378,-0.6733119762305735,-5.064354956261013,0.196917
233,rgb,9,0,-0.975191279950378,-0.6733119762305735,-5.0876607896007044,0.209833
234,rgb,6,0,-0.975191279950378,-0.6733119762305735,-5.178057998529766,0.430167
235,rgb,9,0,-0.975191279950378,-0.6733119762305735,-5.196610400564168,0.38175
236,rgb,10,0,-0.975191279950378,-0.6733119762305735,-5.22884434658954,0.370125
237,rgb,10,0,-0.9524764087811189,-0.6344656813266324,-5.241510184592698,0.243083
238,rgb,10,0,-0.9284622119348407,-0.596408903351767,-5.2752982248730405,0.226792
239,rgb,9,0,-0.9031960997450659,-0.5591715085071527,-5.308549137896989,0.184916
240,rgb,11,0,-0.876614807662983,-0.5228612494713513,-5.344309346861337,0.381167
241,rgb,11,0,-0.8464811571310903,-0.48944025149669823,-5.446108462399934,0.191625
242,rgb,11,0,-0.8464811571310903,-0.48944025149669823,-5.506918957567905,0.289416
243,rgb,11,0,-0.8464811571310903,-0.48944025149669823,-5.520572470612024,0.198167
244,rgb,11,0,-0.8464811571310903,-0.48944025149669823,-5.516359231545721,0.212208
245,rgb,11,0,-0.8140974787412276,-0.45819449380158156,-5.515668795380407,0.183209
246,rgb,11,0,-0.7817757637099304,-0.4268846433159019,-5.5136877311688295,0.194208
247,rgb,11,0,-0.7495824920535032,-0.39544274038278604,-5.5095940385308495,0.2105
248,rgb,11,0,-0.7175831587222884,-0.363803482073562,-5.503445207077675,0.204625
249,rgb,11,0,-0.6848905109884346,-0.33288114735979657,-5.525608518097215,0.158041
250,rgb,9,0,-0.6509178039292846,-0.30337089193777117,-5.567965396616273,0.17975
251,rgb,9,0,-0.6138694758100165,-0.27782835127386984,-5.679582879814916,0.387208
252,rgb,10,0,-0.6138694758100165,-0.27782835127386984,-5.760439881059938,0.32725
253,rgb,10,0,-0.6138694758100165,-0.27782835127386984,-5.800667581084781,0.219291
254,rgb,9,0,-0.6138694758100165,-0.27782835127386984,-5.8423948780928185,0.180959
255,rgb,13,0,-0.6138694758100165,-0.27782835127386984,-5.839427659457215,0.375334
256,rgb,12,0,-0.573348637504972,-0.2582563901289963,-5.833222026640215,0.227709
257,rgb,12,0,-0.5329043323469339,-0.23852676316132415,-5.8293273723047605,0.276459
258,rgb,12,0,-0.49256257416075183,-0.2185882941517033,-5.824157134566121,0.236334
259,rgb,12,0,-0.45225285634951473,-0.19858512815283116,-5.822552775201984,0.234333
260,rgb,10,0,-0.4106626370924171,-0.181402181311659,-5.891395447013565,0.2155
261,rgb,10,0,-0.3682019551987987,-0.16649948044473734,-5.945640833286234,0.231417
262,rgb,9,0,-0.3682019551987987,-0.16649948044473734,-6.061186806467958,0.205625
263,rgb,11,0,-0.3682019551987987,-0.16649948044473734,-6.085550422949382,0.40225
264,rgb,10,0,-0.3682019551987987,-0.16649948044473734,-6.07952859688703,0.269625
265,rgb,10,0,-0.3682019551987987,-0.16649948044473734,-6.074047740252354,0.197583
266,rgb,10,0,-0.3682019551987987,-0.16649948044473734,-6.072424594132826,0.192709
267,rgb,10,0,-0.3240378077950071,-0.1578665154792015,-6.090144945128486,0.228208
268,rgb,10,0,-0.27947478351941585,-0.15161056891508637,-6.143712526007221,0.186958
269,rgb,9,0,-0.23487213139851662,-0.14564370845232683,-6.150196749536917,0.161458
270,rgb,13,0,-0.19025714054177784,-0.1397698178461685,-6.1522808624959,0.37675
271,rgb,13,0,-0.14565812917272136,-0.1337758054251962,-6.14958797260806,0.248916
272,rgb,13,0,-0.10108916214498909,-0.12756233794874533,-6.14466569857359,0.175
273,rgb,13,0,-0.05658008959552833,-0.12093342696828717,-6.1353381360477215,0.289167
274,rgb,12,0,-0.012119162320464713,-0.11398893664562822,-6.128244103916586,0.23625
275,rgb,12,0,0.03221744113842443,-0.10629052163153478,-6.111263753899038,0.245333
276,rgb,11,0,0.03221744113842443,-0.10629052163153478,-6.125457471289337,0.278083
277,rgb,6,0,0.03221744113842443,-0.10629052163153478,-6.208693495073021,0.225958
278,rgb,8,0,0.03221744113842443,-0.10629052163153478,-6.282105339743794,0.419459
279,rgb,9,0,0.03221744113842443,-0.10629052163153478,-6.294262955949307,0.35175
280,rgb,11,0,0.03221744113842443,-0.10629052163153478,-6.301888157666326,0.331083
281,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.299418621283621,0.20325
282,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.29734896734044,0.174583
283,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296705195558388,0.175458
284,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.2967276928047795,0.138417
285,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296727825161497,0.145334
286,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296695772214434,0.141542
287,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296713560051785,0.147792
288,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296726885092312,0.163417
289,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296726727848011,0.205708
290,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296745317745092,0.215416
291,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296753311185796,0.168583
292,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296722589720787,0.157292
293,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296773991636485,0.192208
294,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296702690962604,0.197667
295,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.29674486863388,0.181458
296,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296755939085244,0.144458
297,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296744307532947,0.184875
298,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296695807283697,0.167791
299,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.29677626432823,0.1635
300,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296741214687074,0.180792
301,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296726321728613,0.173208
302,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296726283973012,0.138833
303,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296746356237318,0.122667
304,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296773850233048,0.145958
305,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296732616024283,0.18925
306,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.29672646087155,0.229292
307,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296756259233998,0.203916
308,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296775944184528,0.162666
309,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296732242713087,0.148292
310,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296725380526905,0.171958
311,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296499587887947,0.181333
312,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.2964782516606554,0.195166
313,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.29647398647975,0.171583
314,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296465417230674,0.195833
315,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296463522380318,0.194417
316,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296500999692025,0.146792
317,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.2964900446282535,0.184209
318,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.297066987554526,0.183667
319,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296951806664392,0.204334
320,rgb,10,0,0.03221744113842443,-0.10629052163153478,-6.296918847580482,0.187041
